land;wahlkreis;gruppe;erststimmen;zweitstimmen
5;136;V-Partei³;-;139
5;137;Wahlberechtigte;249359;-
5;137;Wähler;187507;-
5;137;Ungültige;1909;1610
5;137;Gültige;185598;185897
5;137;CDU;99006;75626
5;137;SPD;36983;35056
5;137;GRÜNE;11115;13612
5;137;DIE LINKE;9554;12292
5;137;FDP;10228;24976
5;137;AfD;16891;18483
5;137;PIRATEN;1821;814
5;137;NPD;-;294
5;137;Die PARTEI;-;1266
5;137;FREIE WÄHLER;-;488
5;137;Volksabstimmung;-;172
5;137;ÖDP;-;223
5;137;MLPD;-;39
5;137;SGP;-;13
5;137;AD-DEMOKRATEN;-;301
5;137;BGE;-;163
5;137;DiB;-;191
5;137;DKP;-;11
5;137;DM;-;307
5;137;Die Humanisten;-;111
5;137;Gesundheitsforschung;-;162
5;137;Tierschutzpartei;-;1085
5;137;V-Partei³;-;212
5;138;Wahlberechtigte;207384;-
5;138;Wähler;150030;-
5;138;Ungültige;1729;1245
5;138;Gültige;148301;148785
5;138;CDU;44948;42970
5;138;SPD;58206;43548
5;138;GRÜNE;5752;8671
5;138;DIE LINKE;8045;10743
5;138;FDP;11727;18722
5;138;AfD;16722;17622
5;138;PIRATEN;-;681
5;138;NPD;-;457
5;138;Die PARTEI;-;1197
5;138;FREIE WÄHLER;-;410
5;138;Volksabstimmung;-;183
5;138;ÖDP;-;154
5;138;MLPD;283;171
5;138;SGP;-;16
5;138;AD-DEMOKRATEN;-;824
5;138;BGE;-;121
5;138;DiB;-;136
5;138;DKP;-;41
5;138;DM;-;153
5;138;Die Humanisten;-;104
5;138;Gesundheitsforschung;-;178
5;138;Tierschutzpartei;-;1531
5;138;V-Partei³;-;152
5;138;EB: Tropp;2618;-
5;139;Wahlberechtigte;178506;-
5;139;Wähler;137632;-
5;139;Ungültige;3256;1208
5;139;Gültige;134376;136424
5;139;CDU;44274;37284
5;139;SPD;49332;40767
5;139;GRÜNE;11538;11142
5;139;DIE LINKE;10835;11092
5;139;FDP;14144;17270
5;139;AfD;-;13190
5;139;PIRATEN;3565;883
5;139;NPD;-;264
5;139;Die PARTEI;-;1156
5;139;FREIE WÄHLER;-;291
5;139;Volksabstimmung;-;143
5;139;ÖDP;-;182
5;139;MLPD;688;159
5;139;SGP;-;9
5;139;AD-DEMOKRATEN;-;452
5;139;BGE;-;163
5;139;DiB;-;199
5;139;DKP;-;48
5;139;DM;-;131
5;139;Die Humanisten;-;79
5;139;Gesundheitsforschung;-;135
5;139;Tierschutzpartei;-;1239
5;139;V-Partei³;-;146
5;140;Wahlberechtigte;206460;-
5;140;Wähler;156963;-
5;140;Ungültige;1942;1229
5;140;Gültige;155021;155734
5;140;CDU;43772;39580
5;140;SPD;57661;46263
5;140;GRÜNE;11937;13862
5;140;DIE LINKE;15462;15952
5;140;FDP;10924;17463
5;140;AfD;14774;15189
5;140;PIRATEN;-;765
5;140;NPD;-;408
5;140;Die PARTEI;-;1923
5;140;FREIE WÄHLER;-;302
5;140;Volksabstimmung;-;138
5;140;ÖDP;-;180
5;140;MLPD;491;167
5;140;SGP;-;14
5;140;AD-DEMOKRATEN;-;903
5;140;BGE;-;219
5;140;DiB;-;270
5;140;DKP;-;45
5;140;DM;-;155
5;140;Die Humanisten;-;143
5;140;Gesundheitsforschung;-;158
5;140;Tierschutzpartei;-;1418
5;140;V-Partei³;-;217
5;141;Wahlberechtigte;179247;-
5;141;Wähler;128033;-
5;141;Ungültige;2220;1475
5;141;Gültige;125813;126558
5;141;CDU;30424;29678
5;141;SPD;52628;43320
5;141;GRÜNE;7001;7426
5;141;DIE LINKE;10070;10861
5;141;FDP;8461;11571
5;141;AfD;16821;16994
5;141;PIRATEN;-;790
5;141;NPD;-;511
5;141;Die PARTEI;-;1232
5;141;FREIE WÄHLER;-;321
5;141;Volksabstimmung;-;135
5;141;ÖDP;-;131
5;141;MLPD;408;201
5;141;SGP;-;61
5;141;AD-DEMOKRATEN;-;1099
5;141;BGE;-;171
5;141;DiB;-;127
5;141;DKP;-;25
5;141;DM;-;120
5;141;Die Humanisten;-;83
5;141;Gesundheitsforschung;-;174
5;141;Tierschutzpartei;-;1397
5;141;V-Partei³;-;130
5;142;Wahlberechtigte;211316;-
5;142;Wähler;156097;-
5;142;Ungültige;1571;1174
5;142;Gültige;154526;154923
5;142;CDU;44228;37967
5;142;SPD;59990;46424
5;142;GRÜNE;11281;14702
5;142;DIE LINKE;11874;15506
5;142;FDP;9063;17193
5;142;AfD;14644;15197
5;142;PIRATEN;2091;1041
5;142;NPD;-;456
5;142;Die PARTEI;-;2137
5;142;FREIE WÄHLER;993;437
5;142;Volksabstimmung;-;156
5;142;ÖDP;-;162
5;142;MLPD;362;176
5;142;SGP;-;20
5;142;AD-DEMOKRATEN;-;838
5;142;BGE;-;229
5;142;DiB;-;266
5;142;DKP;-;52
5;142;DM;-;149
5;142;Die Humanisten;-;120
5;142;Gesundheitsforschung;-;163
5;142;Tierschutzpartei;-;1304
5;142;V-Partei³;-;228
5;143;Wahlberechtigte;203300;-
5;143;Wähler;143834;-
5;143;Ungültige;1945;1418
5;143;Gültige;141889;142416
5;143;CDU;39933;34822
5;143;SPD;55038;46513
5;143;GRÜNE;9047;10190
5;143;DIE LINKE;12242;12924
5;143;FDP;9031;15403
5;143;AfD;15074;15510
5;143;PIRATEN;-;835
5;143;NPD;-;460
5;143;Die PARTEI;-;1532
5;143;FREIE WÄHLER;1524;527
5;143;Volksabstimmung;-;148
5;143;ÖDP;-;111
5;143;MLPD;-;116
5;143;SGP;-;13
5;143;AD-DEMOKRATEN;-;1030
5;143;BGE;-;163
5;143;DiB;-;203
5;143;DKP;-;57
5;143;DM;-;140
5;143;Die Humanisten;-;97
5;143;Gesundheitsforschung;-;173
5;143;Tierschutzpartei;-;1297
5;143;V-Partei³;-;152
5;144;Wahlberechtigte;197873;-
5;144;Wähler;150832;-
5;144;Ungültige;1447;1251
5;144;Gültige;149385;149581
5;144;CDU;47452;40696
5;144;SPD;58020;50206
5;144;GRÜNE;9600;10254
5;144;DIE LINKE;8048;10312
5;144;FDP;9635;17196
5;144;AfD;13558;14690
5;144;PIRATEN;1564;801
5;144;NPD;-;500
5;144;Die PARTEI;-;846
5;144;FREIE WÄHLER;941;527
5;144;Volksabstimmung;-;439
5;144;ÖDP;-;124
5;144;MLPD;162;106
5;144;SGP;-;20
5;144;AD-DEMOKRATEN;-;720
5;144;BGE;-;97
5;144;DiB;-;119
5;144;DKP;-;18
5;144;DM;-;144
5;144;Die Humanisten;-;76
5;144;Gesundheitsforschung;-;166
5;144;Tierschutzpartei;-;1376
5;144;V-Partei³;-;148
5;144;EB: Mollik;405;-
5;145;Wahlberechtigte;235213;-
5;145;Wähler;171552;-
5;145;Ungültige;1992;1849
5;145;Gültige;169560;169703
5;145;CDU;59698;51483
5;145;SPD;61715;53465
5;145;GRÜNE;7426;8937
5;145;DIE LINKE;9941;11815
5;145;FDP;9958;17660
5;145;AfD;17714;19067
5;145;PIRATEN;1869;943
5;145;NPD;-;546
5;145;Die PARTEI;-;1176
5;145;FREIE WÄHLER;1239;603
5;145;Volksabstimmung;-;174
5;145;ÖDP;-;109
5;145;MLPD;-;110
5;145;SGP;-;18
5;145;AD-DEMOKRATEN;-;1383
5;145;BGE;-;135
5;145;DiB;-;141
5;145;DKP;-;39
5;145;DM;-;144
5;145;Die Humanisten;-;72
5;145;Gesundheitsforschung;-;194
5;145;Tierschutzpartei;-;1335
5;145;V-Partei³;-;154
5;146;Wahlberechtigte;232300;-
5;146;Wähler;174361;-
5;146;Ungültige;1872;1285
5;146;Gültige;172489;173076
5;146;CDU;73595;62763
5;146;SPD;50458;43187
5;146;GRÜNE;9459;10723
5;146;DIE LINKE;9756;11702
5;146;FDP;13680;23296
5;146;AfD;15311;16165
5;146;PIRATEN;-;634
5;146;NPD;-;311
5;146;Die PARTEI;-;1182
5;146;FREIE WÄHLER;-;387
5;146;Volksabstimmung;-;159
5;146;ÖDP;-;149
5;146;MLPD;-;40
5;146;SGP;-;11
5;146;AD-DEMOKRATEN;-;185
5;146;BGE;-;169
5;146;DiB;-;180
5;146;DKP;-;30
5;146;DM;-;167
5;146;Die Humanisten;-;78
5;146;Gesundheitsforschung;-;185
5;146;Tierschutzpartei;-;1199
5;146;V-Partei³;-;174
5;146;EB: Meier;230;-
5;147;Wahlberechtigte;202768;-
5;147;Wähler;154025;-
5;147;Ungültige;1413;1211
5;147;Gültige;152612;152814
5;147;CDU;73185;63651
5;147;SPD;41047;34865
5;147;GRÜNE;6476;7198
5;147;DIE LINKE;6452;8183
5;147;FDP;12893;21919
5;147;AfD;11115;12216
5;147;PIRATEN;-;530
5;147;NPD;-;324
5;147;Die PARTEI;-;906
5;147;FREIE WÄHLER;1444;841
5;147;Volksabstimmung;-;141
5;147;ÖDP;-;139
5;147;MLPD;-;47
5;147;SGP;-;2
5;147;AD-DEMOKRATEN;-;268
5;147;BGE;-;100
5;147;DiB;-;98
5;147;DKP;-;13
5;147;DM;-;119
5;147;Die Humanisten;-;46
5;147;Gesundheitsforschung;-;157
5;147;Tierschutzpartei;-;931
5;147;V-Partei³;-;120
5;148;Wahlberechtigte;212818;-
5;148;Wähler;162349;-
5;148;Ungültige;1651;1385
5;148;Gültige;160698;160964
5;148;CDU;64484;54646
5;148;SPD;48559;42556
5;148;GRÜNE;6885;8858
5;148;DIE LINKE;9554;12623
5;148;FDP;11741;19128
5;148;AfD;15729;17160
5;148;PIRATEN;-;567
5;148;NPD;-;412
5;148;Die PARTEI;2187;1432
5;148;FREIE WÄHLER;-;410
5;148;Volksabstimmung;-;145
5;148;ÖDP;1002;579
5;148;MLPD;-;41
5;148;SGP;-;7
5;148;AD-DEMOKRATEN;-;487
5;148;BGE;-;126
5;148;DiB;-;131
5;148;DKP;-;33
5;148;DM;-;142
5;148;Die Humanisten;-;92
5;148;Gesundheitsforschung;-;130
5;148;Tierschutzpartei;-;1116
5;148;V-Partei³;-;143
5;148;EB: Eichbaum;557;-
5;149;Wahlberechtigte;206716;-
5;149;Wähler;152580;-
5;149;Ungültige;1820;1292
5;149;Gültige;150760;151288
5;149;CDU;72158;61394
5;149;SPD;39698;35268
5;149;GRÜNE;5171;6866
5;149;DIE LINKE;7197;8205
5;149;FDP;13230;20759
5;149;AfD;13306;13847
5;149;PIRATEN;-;631
5;149;NPD;-;417
5;149;Die PARTEI;-;828
5;149;FREIE WÄHLER;-;371
5;149;Volksabstimmung;-;140
5;149;ÖDP;-;319
5;149;MLPD;-;40
5;149;SGP;-;13
5;149;AD-DEMOKRATEN;-;481
5;149;BGE;-;101
5;149;DiB;-;126
5;149;DKP;-;29
5;149;DM;-;143
5;149;Die Humanisten;-;57
5;149;Gesundheitsforschung;-;153
5;149;Tierschutzpartei;-;973
5;149;V-Partei³;-;127
5;150;Wahlberechtigte;200562;-
5;150;Wähler;145496;-
5;150;Ungültige;3404;1289
5;150;Gültige;142092;144207
5;150;CDU;53715;49065
5;150;SPD;54888;37189
5;150;GRÜNE;5357;7056
5;150;DIE LINKE;11113;9425
5;150;FDP;15221;19327
5;150;AfD;-;16682
5;150;PIRATEN;-;606
5;150;NPD;-;354
5;150;Die PARTEI;-;926
5;150;FREIE WÄHLER;-;420
5;150;Volksabstimmung;-;187
5;150;ÖDP;-;133
5;150;MLPD;-;56
5;150;SGP;-;15
5;150;AD-DEMOKRATEN;-;732
5;150;BGE;-;129
5;150;DiB;-;136
5;150;DKP;-;15
5;150;DM;-;133
5;150;Die Humanisten;-;59
5;150;Gesundheitsforschung;-;191
5;150;Tierschutzpartei;-;1260
5;150;V-Partei³;-;111
5;150;EB: Maier;1798;-
5;87;Wahlberechtigte;179273;-
5;87;Wähler;140628;-
5;87;Ungültige;1289;844
5;87;Gültige;139339;139784
5;87;CDU;47005;38819
5;87;SPD;45302;34659
5;87;GRÜNE;13094;17906
5;87;DIE LINKE;12281;14461
5;87;FDP;10232;19794
5;87;AfD;7816;8269
5;87;PIRATEN;2180;843
5;87;NPD;-;149
5;87;Die PARTEI;-;1595
5;87;FREIE WÄHLER;-;250
5;87;Volksabstimmung;-;67
5;87;ÖDP;1429;613
5;87;MLPD;-;55
5;87;SGP;-;18
5;87;AD-DEMOKRATEN;-;435
5;87;BGE;-;183
5;87;DiB;-;381
5;87;DKP;-;28
5;87;DM;-;131
5;87;Die Humanisten;-;183
5;87;Gesundheitsforschung;-;72
5;87;Tierschutzpartei;-;697
5;87;V-Partei³;-;176
5;88;Wahlberechtigte;228247;-
5;88;Wähler;173147;-
5;88;Ungültige;1989;1546
5;88;Gültige;171158;171601
5;88;CDU;62399;52658
5;88;SPD;63132;60526
5;88;GRÜNE;7782;8437
5;88;DIE LINKE;8784;10107
5;88;FDP;11036;19216
5;88;AfD;15110;14848
5;88;PIRATEN;1912;806
5;88;NPD;-;422
5;88;Die PARTEI;-;824
5;88;FREIE WÄHLER;-;351
5;88;Volksabstimmung;-;133
5;88;ÖDP;1003;485
5;88;MLPD;-;43
5;88;SGP;-;5
5;88;AD-DEMOKRATEN;-;676
5;88;BGE;-;135
5;88;DiB;-;173
5;88;DKP;-;15
5;88;DM;-;145
5;88;Die Humanisten;-;78
5;88;Gesundheitsforschung;-;116
5;88;Tierschutzpartei;-;1275
5;88;V-Partei³;-;127
5;89;Wahlberechtigte;190051;-
5;89;Wähler;142326;-
5;89;Ungültige;1724;1435
5;89;Gültige;140602;140891
5;89;CDU;64122;55605
5;89;SPD;39299;36421
5;89;GRÜNE;6964;7282
5;89;DIE LINKE;6424;7910
5;89;FDP;9334;16111
5;89;AfD;11652;12312
5;89;PIRATEN;1271;670
5;89;NPD;-;457
5;89;Die PARTEI;-;805
5;89;FREIE WÄHLER;1536;737
5;89;Volksabstimmung;-;137
5;89;ÖDP;-;123
5;89;MLPD;-;46
5;89;SGP;-;8
5;89;AD-DEMOKRATEN;-;368
5;89;BGE;-;100
5;89;DiB;-;149
5;89;DKP;-;8
5;89;DM;-;118
5;89;Die Humanisten;-;62
5;89;Gesundheitsforschung;-;134
5;89;Tierschutzpartei;-;1176
5;89;V-Partei³;-;152
5;90;Wahlberechtigte;199675;-
5;90;Wähler;151613;-
5;90;Ungültige;1778;1477
5;90;Gültige;149835;150136
5;90;CDU;62711;52441
5;90;SPD;47542;43789
5;90;GRÜNE;8235;8198
5;90;DIE LINKE;6611;8809
5;90;FDP;8787;17156
5;90;AfD;13403;14432
5;90;PIRATEN;1420;789
5;90;NPD;-;411
5;90;Die PARTEI;-;843
5;90;FREIE WÄHLER;1126;500
5;90;Volksabstimmung;-;170
5;90;ÖDP;-;142
5;90;MLPD;-;32
5;90;SGP;-;9
5;90;AD-DEMOKRATEN;-;393
5;90;BGE;-;110
5;90;DiB;-;133
5;90;DKP;-;26
5;90;DM;-;117
5;90;Die Humanisten;-;70
5;90;Gesundheitsforschung;-;150
5;90;Tierschutzpartei;-;1287
5;90;V-Partei³;-;129
5;91;Wahlberechtigte;248982;-
5;91;Wähler;191512;-
5;91;Ungültige;2169;1633
5;91;Gültige;189343;189879
5;91;CDU;74208;63669
5;91;SPD;58798;50020
5;91;GRÜNE;10355;12526
5;91;DIE LINKE;8591;11392
5;91;FDP;17648;27398
5;91;AfD;17113;18091
5;91;PIRATEN;2306;1030
5;91;NPD;-;439
5;91;Die PARTEI;-;1253
5;91;FREIE WÄHLER;-;507
5;91;Volksabstimmung;-;238
5;91;ÖDP;-;132
5;91;MLPD;-;45
5;91;SGP;-;16
5;91;AD-DEMOKRATEN;-;605
5;91;BGE;-;161
5;91;DiB;-;199
5;91;DKP;-;19
5;91;DM;-;154
5;91;Die Humanisten;-;131
5;91;Gesundheitsforschung;-;166
5;91;Tierschutzpartei;-;1475
5;91;V-Partei³;-;213
5;91;EB: Çelikkan;324;-
5;92;Wahlberechtigte;246753;-
5;92;Wähler;187793;-
5;92;Ungültige;2216;1594
5;92;Gültige;185577;186199
5;92;CDU;79499;66506
5;92;SPD;48589;43496
5;92;GRÜNE;10689;12457
5;92;DIE LINKE;10835;11398
5;92;FDP;18315;27408
5;92;AfD;17650;18324
5;92;PIRATEN;-;669
5;92;NPD;-;454
5;92;Die PARTEI;-;1253
5;92;FREIE WÄHLER;-;607
5;92;Volksabstimmung;-;220
5;92;ÖDP;-;174
5;92;MLPD;-;55
5;92;SGP;-;12
5;92;AD-DEMOKRATEN;-;304
5;92;BGE;-;212
5;92;DiB;-;207
5;92;DKP;-;26
5;92;DM;-;201
5;92;Die Humanisten;-;89
5;92;Gesundheitsforschung;-;205
5;92;Tierschutzpartei;-;1706
5;92;V-Partei³;-;216
5;93;Wahlberechtigte;192571;-
5;93;Wähler;139718;-
5;93;Ungültige;1522;1087
5;93;Gültige;138196;138631
5;93;CDU;43683;36584
5;93;SPD;42799;33694
5;93;GRÜNE;13535;15785
5;93;DIE LINKE;11898;15257
5;93;FDP;10652;18058
5;93;AfD;11952;12282
5;93;PIRATEN;-;691
5;93;NPD;-;223
5;93;Die PARTEI;3369;1903
5;93;FREIE WÄHLER;-;355
5;93;Volksabstimmung;-;136
5;93;ÖDP;-;164
5;93;MLPD;308;155
5;93;SGP;-;16
5;93;AD-DEMOKRATEN;-;971
5;93;BGE;-;233
5;93;DiB;-;398
5;93;DKP;-;38
5;93;DM;-;140
5;93;Die Humanisten;-;150
5;93;Gesundheitsforschung;-;146
5;93;Tierschutzpartei;-;1068
5;93;V-Partei³;-;184
5;94;Wahlberechtigte;240982;-
5;94;Wähler;197979;-
5;94;Ungültige;1220;901
5;94;Gültige;196759;197078
5;94;CDU;68654;56165
5;94;SPD;52881;38485
5;94;GRÜNE;28716;30630
5;94;DIE LINKE;15704;21100
5;94;FDP;17816;33760
5;94;AfD;9057;9964
5;94;PIRATEN;-;633
5;94;NPD;-;107
5;94;Die PARTEI;3689;2323
5;94;FREIE WÄHLER;-;368
5;94;Volksabstimmung;-;97
5;94;ÖDP;-;234
5;94;MLPD;242;86
5;94;SGP;-;12
5;94;AD-DEMOKRATEN;-;350
5;94;BGE;-;332
5;94;DiB;-;582
5;94;DKP;-;38
5;94;DM;-;154
5;94;Die Humanisten;-;189
5;94;Gesundheitsforschung;-;105
5;94;Tierschutzpartei;-;1072
5;94;V-Partei³;-;292
5;95;Wahlberechtigte;203644;-
5;95;Wähler;150629;-
5;95;Ungültige;1533;1106
5;95;Gültige;149096;149523
5;95;CDU;41107;36501
5;95;SPD;48148;36849
5;95;GRÜNE;19621;20972
5;95;DIE LINKE;14431;19118
5;95;FDP;10598;16850
5;95;AfD;11249;11731
5;95;PIRATEN;-;704
5;95;NPD;-;202
5;95;Die PARTEI;3630;2074
5;95;FREIE WÄHLER;-;317
5;95;Volksabstimmung;-;136
5;95;ÖDP;-;176
5;95;MLPD;312;126
5;95;SGP;-;12
5;95;AD-DEMOKRATEN;-;1156
5;95;BGE;-;294
5;95;DiB;-;468
5;95;DKP;-;25
5;95;DM;-;170
5;95;Die Humanisten;-;144
5;95;Gesundheitsforschung;-;141
5;95;Tierschutzpartei;-;1144
5;95;V-Partei³;-;213
5;96;Wahlberechtigte;227583;-
5;96;Wähler;180439;-
5;96;Ungültige;1498;1232
5;96;Gültige;178941;179207
5;96;CDU;57330;53334
5;96;SPD;62377;36119
5;96;GRÜNE;15056;25197
5;96;DIE LINKE;10193;17132
5;96;FDP;18724;28113
5;96;AfD;10882;13130
5;96;PIRATEN;857;663
5;96;NPD;-;159
5;96;Die PARTEI;2617;1947
5;96;FREIE WÄHLER;806;410
5;96;Volksabstimmung;-;106
5;96;ÖDP;-;253
5;96;MLPD;-;81
5;96;SGP;-;22
5;96;AD-DEMOKRATEN;-;325
5;96;BGE;-;312
5;96;DiB;-;426
5;96;DKP;-;35
5;96;DM;-;206
5;96;Die Humanisten;-;211
5;96;Gesundheitsforschung;-;68
5;96;Tierschutzpartei;-;684
5;96;V-Partei³;-;274
5;96;EB: Luong;99;-
5;97;Wahlberechtigte;237415;-
5;97;Wähler;184324;-
5;97;Ungültige;3762;1575
5;97;Gültige;180562;182749
5;97;CDU;79987;62334
5;97;SPD;49988;40922
5;97;GRÜNE;11762;13756
5;97;DIE LINKE;14684;13038
5;97;FDP;18768;27267
5;97;AfD;-;18238
5;97;PIRATEN;-;771
5;97;NPD;-;300
5;97;Die PARTEI;-;1608
5;97;FREIE WÄHLER;-;512
5;97;Volksabstimmung;5373;617
5;97;ÖDP;-;235
5;97;MLPD;-;75
5;97;SGP;-;10
5;97;AD-DEMOKRATEN;-;374
5;97;BGE;-;211
5;97;DiB;-;234
5;97;DKP;-;20
5;97;DM;-;177
5;97;Die Humanisten;-;125
5;97;Gesundheitsforschung;-;181
5;97;Tierschutzpartei;-;1541
5;97;V-Partei³;-;203
5;98;Wahlberechtigte;216020;-
5;98;Wähler;174514;-
5;98;Ungültige;1616;1353
5;98;Gültige;172898;173161
5;98;CDU;80441;61425
5;98;SPD;39246;34584
5;98;GRÜNE;13643;15192
5;98;DIE LINKE;9543;11116
5;98;FDP;14491;30142
5;98;AfD;14592;15225
5;98;PIRATEN;-;596
5;98;NPD;-;246
5;98;Die PARTEI;-;1268
5;98;FREIE WÄHLER;-;457
5;98;Volksabstimmung;942;335
5;98;ÖDP;-;216
5;98;MLPD;-;42
5;98;SGP;-;5
5;98;AD-DEMOKRATEN;-;159
5;98;BGE;-;221
5;98;DiB;-;213
5;98;DKP;-;15
5;98;DM;-;173
5;98;Die Humanisten;-;107
5;98;Gesundheitsforschung;-;123
5;98;Tierschutzpartei;-;1092
5;98;V-Partei³;-;209
5;99;Wahlberechtigte;208418;-
5;99;Wähler;156591;-
5;99;Ungültige;1960;1558
5;99;Gültige;154631;155033
5;99;CDU;67603;56556
5;99;SPD;41306;35078
5;99;GRÜNE;9488;9993
5;99;DIE LINKE;7999;9902
5;99;FDP;12122;21352
5;99;AfD;15648;16409
5;99;PIRATEN;-;640
5;99;NPD;-;329
5;99;Die PARTEI;-;1100
5;99;FREIE WÄHLER;-;386
5;99;Volksabstimmung;-;205
5;99;ÖDP;-;252
5;99;MLPD;-;52
5;99;SGP;-;9
5;99;AD-DEMOKRATEN;-;531
5;99;BGE;-;153
5;99;DiB;-;186
5;99;DKP;-;16
5;99;DM;-;232
5;99;Die Humanisten;-;91
5;99;Gesundheitsforschung;-;175
5;99;Tierschutzpartei;-;1238
5;99;V-Partei³;-;148
5;99;EB: Staratschek;465;-
6;167;Wahlberechtigte;186825;-
6;167;Wähler;142857;-
6;167;Ungültige;2219;2127
6;167;Gültige;140638;140730
6;167;CDU;47269;42231
6;167;SPD;49341;43446
6;167;GRÜNE;8062;9659
6;167;DIE LINKE;8600;9891
6;167;AfD;15438;16410
6;167;FDP;9930;13918
6;167;PIRATEN;-;507
6;167;NPD;-;441
6;167;FREIE WÄHLER;1911;1270
6;167;Die PARTEI;-;888
6;167;BüSo;-;19
6;167;MLPD;-;45
6;167;BGE;-;203
6;167;DKP;-;17
6;167;DM;-;175
6;167;ÖDP;-;128
6;167;Tierschutzpartei;-;1327
6;167;V-Partei³;-;155
6;167;EB: Puppel;87;-
6;168;Wahlberechtigte;222451;-
6;168;Wähler;167847;-
6;168;Ungültige;2579;2452
6;168;Gültige;165268;165395
6;168;CDU;44420;41733
6;168;SPD;58752;46763
6;168;GRÜNE;15470;18938
6;168;DIE LINKE;14472;18677
6;168;AfD;16500;17286
6;168;FDP;9759;15046
6;168;PIRATEN;1222;805
6;168;NPD;-;417
6;168;FREIE WÄHLER;1312;1001
6;168;Die PARTEI;2180;1580
6;168;BüSo;-;29
6;168;MLPD;313;184
6;168;BGE;-;488
6;168;DKP;-;59
6;168;DM;-;360
6;168;ÖDP;-;224
6;168;Tierschutzpartei;-;1590
6;168;V-Partei³;-;215
6;168;EB: Holbein;564;-
6;168;EB: Gent;304;-
6;169;Wahlberechtigte;175992;-
6;169;Wähler;133740;-
6;169;Ungültige;2513;2677
6;169;Gültige;131227;131063
6;169;CDU;39300;38529
6;169;SPD;54030;42734
6;169;GRÜNE;5236;7843
6;169;DIE LINKE;7281;8746
6;169;AfD;16408;17173
6;169;FDP;6597;11096
6;169;PIRATEN;-;429
6;169;NPD;-;601
6;169;FREIE WÄHLER;2375;1238
6;169;Die PARTEI;-;855
6;169;BüSo;-;29
6;169;MLPD;-;35
6;169;BGE;-;204
6;169;DKP;-;34
6;169;DM;-;208
6;169;ÖDP;-;139
6;169;Tierschutzpartei;-;1021
6;169;V-Partei³;-;149
6;170;Wahlberechtigte;188074;-
6;170;Wähler;145743;-
6;170;Ungültige;2655;2689
6;170;Gültige;143088;143054
6;170;CDU;43516;41796
6;170;SPD;53891;44845
6;170;GRÜNE;8001;9437
6;170;DIE LINKE;7855;9270
6;170;AfD;17197;18504
6;170;FDP;9298;13118
6;170;PIRATEN;-;521
6;170;NPD;-;654
6;170;FREIE WÄHLER;3330;1969
6;170;Die PARTEI;-;933
6;170;BüSo;-;20
6;170;MLPD;-;26
6;170;BGE;-;180
6;170;DKP;-;33
6;170;DM;-;172
6;170;ÖDP;-;132
6;170;Tierschutzpartei;-;1283
6;170;V-Partei³;-;161
6;171;Wahlberechtigte;183296;-
6;171;Wähler;142371;-
6;171;Ungültige;1804;1587
6;171;Gültige;140567;140784
6;171;CDU;46927;42377
6;171;SPD;50214;37200
6;171;GRÜNE;8989;13088
6;171;DIE LINKE;11521;14420
6;171;AfD;14376;16127
6;171;FDP;6044;12190
6;171;PIRATEN;-;532
6;171;NPD;-;361
6;171;FREIE WÄHLER;2005;940
6;171;Die PARTEI;-;1296
6;171;BüSo;-;33
6;171;MLPD;-;45
6;171;BGE;-;297
6;171;DKP;-;64
6;171;DM;-;180
6;171;ÖDP;-;312
6;171;Tierschutzpartei;-;1148
6;171;V-Partei³;-;174
6;171;EB: Schmidtke;491;-
6;172;Wahlberechtigte;208740;-
6;172;Wähler;155058;-
6;172;Ungültige;2515;2263
6;172;Gültige;152543;152795
6;172;CDU;58418;51125
6;172;SPD;45371;37791
6;172;GRÜNE;8909;10768
6;172;DIE LINKE;7116;10210
6;172;AfD;17872;20930
6;172;FDP;9590;14818
6;172;PIRATEN;-;534
6;172;NPD;773;897
6;172;FREIE WÄHLER;1789;1564
6;172;Die PARTEI;2024;1429
6;172;BüSo;-;31
6;172;MLPD;-;40
6;172;BGE;-;234
6;172;DKP;-;54
6;172;DM;-;399
6;172;ÖDP;-;361
6;172;Tierschutzpartei;-;1437
6;172;V-Partei³;-;173
6;172;EB: Sattler;681;-
6;173;Wahlberechtigte;217806;-
6;173;Wähler;166633;-
6;173;Ungültige;2479;2322
6;173;Gültige;164154;164311
6;173;CDU;57610;49518
6;173;SPD;46215;39251
6;173;GRÜNE;13618;15897
6;173;DIE LINKE;10346;13798
6;173;AfD;18918;20357
6;173;FDP;12641;16926
6;173;PIRATEN;-;657
6;173;NPD;603;752
6;173;FREIE WÄHLER;3190;2169
6;173;Die PARTEI;-;1964
6;173;BüSo;-;44
6;173;MLPD;403;110
6;173;BGE;-;271
6;173;DKP;239;120
6;173;DM;-;254
6;173;ÖDP;-;388
6;173;Tierschutzpartei;-;1564
6;173;V-Partei³;-;271
6;173;EB: Klis;371;-
6;174;Wahlberechtigte;209966;-
6;174;Wähler;161937;-
6;174;Ungültige;2684;3311
6;174;Gültige;159253;158626
6;174;CDU;71927;61790
6;174;SPD;32141;28734
6;174;GRÜNE;8869;10589
6;174;DIE LINKE;7668;9265
6;174;AfD;27979;25134
6;174;FDP;8435;17118
6;174;PIRATEN;-;430
6;174;NPD;583;659
6;174;FREIE WÄHLER;1651;1176
6;174;Die PARTEI;-;1190
6;174;BüSo;-;25
6;174;MLPD;-;36
6;174;BGE;-;277
6;174;DKP;-;29
6;174;DM;-;295
6;174;ÖDP;-;345
6;174;Tierschutzpartei;-;1316
